pair,direction,entry,sl,tp,risk_amt,risk_pct,volume,result,exit_price,exit_time,pnl,balance,reason,score,regime,trigger,_bar_idx,exit_time_dt,month
XAU/USD,BUY,1940.03,1920.67,1961.83707,1000.0,1.0,0.14,be,1940.03,2023-01-26 08:00:00,0.0,100000.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,104,2023-01-26 08:00:00,2023-01
XAU/USD,BUY,1929.13,1920.67,1948.75474,1000.0,1.0,0.33,loss,1920.67,2023-01-27 04:00:00,-1000.0,99000.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,109,2023-01-27 04:00:00,2023-01
XAU/USD,BUY,1930.26,1920.67,1951.227,990.0,1.0,0.29,be,1930.26,2023-01-27 20:00:00,0.0,99000.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,113,2023-01-27 20:00:00,2023-01
XAU/USD,BUY,1930.58,1920.67,1949.99231,990.0,1.0,0.28,be,1930.58,2023-01-30 12:00:00,0.0,99000.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,117,2023-01-30 12:00:00,2023-01
XAU/USD,BUY,1925.52,1918.65,1941.99967,990.0,1.0,0.4,loss,1918.65,2023-01-31 04:00:00,-990.0,98010.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,121,2023-01-31 04:00:00,2023-01
XAU/USD,BUY,1929.38,1920.67,1952.58846,980.1,1.0,0.31,be,1929.38,2023-02-01 00:00:00,0.0,98010.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,126,2023-02-01 00:00:00,2023-02
XAU/USD,BUY,1927.95,1920.68,1944.62083,980.1,1.0,0.38,loss,1920.68,2023-02-01 16:00:00,-980.1,97029.9,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,130,2023-02-01 16:00:00,2023-02
XAU/USD,BUY,1952.14,1920.68,1972.8254,970.3,1.0,0.09,be,1952.14,2023-02-02 16:00:00,0.0,97029.9,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,136,2023-02-02 16:00:00,2023-02
XAU/USD,BUY,1983.64,1907.56,2016.45567,970.3,1.0,0.04,be,1983.64,2023-03-20 16:00:00,0.0,97029.9,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,330,2023-03-20 16:00:00,2023-03
XAU/USD,BUY,1973.34,1907.56,2004.50447,1940.6,2.0,0.08,be,1973.34,2023-03-21 12:00:00,0.0,97029.9,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,335,2023-03-21 12:00:00,2023-03
XAU/USD,BUY,1939.44,1907.56,1968.24127,1940.6,2.0,0.17,win,1968.24127,2023-03-22 16:00:00,1753.19,98783.09,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,342,2023-03-22 16:00:00,2023-03
XAU/USD,BUY,1978.21,1965.91,2008.46025,987.83,1.0,0.22,be,1978.21,2023-03-23 08:00:00,0.0,98783.09,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,346,2023-03-23 08:00:00,2023-03
XAU/USD,BUY,1991.97,1968.13,2023.23123,1975.66,2.0,0.23,be,1991.97,2023-03-24 00:00:00,0.0,98783.09,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,350,2023-03-24 00:00:00,2023-03
XAU/USD,BUY,1994.5,1968.13,2023.65188,1975.66,2.0,0.21,be,1994.5,2023-03-24 20:00:00,0.0,98783.09,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,355,2023-03-24 20:00:00,2023-03
XAU/USD,BUY,1956.08,1935.45,1982.33081,1975.66,2.0,0.27,be,1956.08,2023-03-28 08:00:00,0.0,98783.09,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,364,2023-03-28 08:00:00,2023-03
XAU/USD,BUY,1973.76,1949.2,1995.489,987.83,1.0,0.11,be,1973.76,2023-03-29 04:00:00,0.0,98783.09,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,369,2023-03-29 04:00:00,2023-03
XAU/USD,BUY,1969.04,1958.69,1988.7894,987.83,1.0,0.27,be,1969.04,2023-03-30 00:00:00,0.0,98783.09,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,374,2023-03-30 00:00:00,2023-03
XAU/USD,BUY,1982.42,1966.62,2000.97059,987.83,1.0,0.17,be,1982.42,2023-03-31 04:00:00,0.0,98783.09,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,381,2023-03-31 04:00:00,2023-03
XAU/USD,BUY,1979.03,1966.62,1996.49407,987.83,1.0,0.22,be,1979.03,2023-03-31 08:00:00,0.0,98783.09,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,382,2023-03-31 08:00:00,2023-03
XAU/USD,BUY,1966.7,1958.69,1985.29724,987.83,1.0,0.34,win,1985.29724,2023-03-31 12:00:00,2293.5,101076.59,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,383,2023-03-31 12:00:00,2023-03
XAU/USD,BUY,1978.47,1966.62,1996.77758,987.83,1.0,0.23,be,1978.47,2023-03-31 20:00:00,0.0,101076.59,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,385,2023-03-31 20:00:00,2023-03
XAU/USD,BUY,1966.13,1955.36,1987.78947,1010.77,1.0,0.26,win,1987.78947,2023-04-03 16:00:00,2032.75,103109.34,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,390,2023-04-03 16:00:00,2023-04
XAU/USD,BUY,2011.44,2000.82,2033.96849,1031.09,1.0,0.27,be,2011.44,2023-04-12 20:00:00,0.0,103109.34,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,427,2023-04-12 20:00:00,2023-04
XAU/USD,BUY,2026.59,2010.03,2046.31821,1031.09,1.0,0.17,win,2046.31821,2023-04-13 12:00:00,1228.35,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,431,2023-04-13 12:00:00,2023-04
XAU/USD,BUY,2046.01,2010.03,2067.65434,1043.38,1.0,0.08,be,2046.01,2023-04-14 04:00:00,0.0,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,435,2023-04-14 04:00:00,2023-04
XAU/USD,BUY,2029.63,2019.49,2039.77,1043.38,1.0,0.29,be,2029.63,2023-05-11 08:00:00,0.0,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,550,2023-05-11 08:00:00,2023-05
XAU/USD,BUY,2014.94,1999.56,2030.32,1043.38,1.0,0.19,be,2014.94,2023-05-12 00:00:00,0.0,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,554,2023-05-12 00:00:00,2023-05
XAU/USD,BUY,1977.02,1952.4,1990.79951,1043.38,1.0,0.12,be,1977.02,2023-07-19 16:00:00,0.0,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,846,2023-07-19 16:00:00,2023-07
XAU/USD,BUY,1980.76,1969.76,1994.42905,1043.38,1.0,0.26,be,1980.76,2023-07-20 12:00:00,0.0,104337.7,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,trend,h4_immediate,851,2023-07-20 12:00:00,2023-07
XAU/USD,BUY,1972.28,1965.34,1984.078,2086.75,2.0,0.84,loss,1965.34,2023-07-21 08:00:00,-2086.75,102250.95,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,neutral,h4_immediate,856,2023-07-21 08:00:00,2023-07
XAU/USD,BUY,1962.43,1952.4,1979.481,1022.51,1.0,0.28,be,1962.43,2023-07-24 20:00:00,0.0,102250.95,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,865,2023-07-24 20:00:00,2023-07
XAU/USD,BUY,1962.18,1956.8,1971.326,1022.51,1.0,0.53,loss,1956.8,2023-07-25 12:00:00,-1022.51,101228.44,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,869,2023-07-25 12:00:00,2023-07
XAU/USD,BUY,1963.79,1956.8,1975.673,1012.28,1.0,0.4,win,1975.673,2023-07-26 20:00:00,1720.88,102949.31,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,877,2023-07-26 20:00:00,2023-07
XAU/USD,BUY,1975.39,1965.34,1992.475,1029.49,1.0,0.29,loss,1965.34,2023-07-27 12:00:00,-1029.49,101919.82,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,881,2023-07-27 12:00:00,2023-07
XAU/USD,BUY,1951.01,1942.57,1959.45,1019.2,1.0,0.34,win,1959.45,2023-07-28 12:00:00,1019.2,102939.02,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,887,2023-07-28 12:00:00,2023-07
XAU/USD,BUY,1956.64,1942.57,1970.71,1029.39,1.0,0.2,be,1956.64,2023-07-31 04:00:00,0.0,102939.02,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,891,2023-07-31 04:00:00,2023-07
XAU/USD,BUY,1971.0,1956.8,1985.2,1029.39,1.0,0.2,be,1971.0,2023-07-31 20:00:00,0.0,102939.02,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,895,2023-07-31 20:00:00,2023-07
XAU/USD,BUY,1956.89,1951.25,1962.53,1029.39,1.0,0.51,loss,1951.25,2023-08-01 12:00:00,-1029.39,101909.63,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,899,2023-08-01 12:00:00,2023-08
XAU/USD,BUY,1947.68,1941.24,1954.12,1019.1,1.0,0.44,win,1954.12,2023-08-02 12:00:00,1019.1,102928.73,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,905,2023-08-02 12:00:00,2023-08
XAU/USD,BUY,1944.79,1934.97,1954.61,1029.29,1.0,0.29,be,1944.79,2023-08-31 20:00:00,0.0,102928.73,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,1033,2023-08-31 20:00:00,2023-08
XAU/USD,BUY,1944.23,1934.97,1953.49,1029.29,1.0,0.31,loss,1934.97,2023-09-01 16:00:00,-1029.29,101899.44,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,1038,2023-09-01 16:00:00,2023-09
XAU/USD,BUY,1985.5,1973.29,2005.39513,2037.99,2.0,0.46,be,1985.5,2023-10-27 12:00:00,0.0,101899.44,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,trend,h4_immediate,1277,2023-10-27 12:00:00,2023-10
XAU/USD,BUY,2001.26,1976.84,2022.07447,1018.99,1.0,0.12,be,2001.26,2023-10-30 00:00:00,0.0,101899.44,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1281,2023-10-30 00:00:00,2023-10
XAU/USD,BUY,1997.03,1976.84,2016.00788,1018.99,1.0,0.14,be,1997.03,2023-10-31 20:00:00,0.0,101899.44,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1292,2023-10-31 20:00:00,2023-10
XAU/USD,BUY,1983.27,1976.84,1999.54477,1018.99,1.0,0.44,loss,1976.84,2023-11-01 16:00:00,-1018.99,100880.45,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1297,2023-11-01 16:00:00,2023-11
XAU/USD,BUY,1985.75,1976.84,2002.20871,1008.8,1.0,0.32,be,1985.75,2023-11-02 20:00:00,0.0,100880.45,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1304,2023-11-02 20:00:00,2023-11
XAU/USD,BUY,1988.28,1978.85,2001.22569,1008.8,1.0,0.3,win,2001.22569,2023-11-03 12:00:00,1384.9,102265.35,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1308,2023-11-03 12:00:00,2023-11
XAU/USD,BUY,1987.11,1978.85,2001.57207,1022.65,1.0,0.34,be,1987.11,2023-11-06 04:00:00,0.0,102265.35,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1312,2023-11-06 04:00:00,2023-11
XAU/USD,BUY,1981.32,1975.21,1994.70144,1022.65,1.0,0.47,be,1981.32,2023-11-06 20:00:00,0.0,102265.35,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1316,2023-11-06 20:00:00,2023-11
XAU/USD,BUY,1966.13,1957.13496,1978.12339,1022.65,1.0,0.32,loss,1957.13496,2023-11-07 12:00:00,-1022.65,101242.7,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1320,2023-11-07 12:00:00,2023-11
XAU/USD,BUY,1968.71,1956.7,1980.86033,1012.43,1.0,0.23,be,1968.71,2023-11-08 08:00:00,0.0,101242.7,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1325,2023-11-08 08:00:00,2023-11
XAU/USD,BUY,1950.16,1940.37057,1963.21258,1012.43,1.0,0.29,win,1963.21258,2023-11-09 16:00:00,1349.91,102592.61,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,trend,h4_immediate,1333,2023-11-09 16:00:00,2023-11
XAU/USD,BUY,1992.24,1986.9,2001.318,2051.85,2.0,1.07,win,2001.318,2023-11-24 12:00:00,3488.15,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1398,2023-11-24 12:00:00,2023-11
XAU/USD,BUY,2009.67,1995.45,2033.844,2121.62,2.0,0.42,be,2009.67,2023-11-27 08:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1402,2023-11-27 08:00:00,2023-11
XAU/USD,BUY,2014.05,1995.45,2045.67,2121.62,2.0,0.32,be,2014.05,2023-11-28 00:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1406,2023-11-28 00:00:00,2023-11
XAU/USD,BUY,2037.44,2011.62,2081.334,2121.62,2.0,0.23,be,2037.44,2023-11-29 12:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1415,2023-11-29 12:00:00,2023-11
XAU/USD,BUY,2044.28,2011.62,2099.802,2121.62,2.0,0.18,be,2044.28,2023-11-29 16:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1416,2023-11-29 16:00:00,2023-11
XAU/USD,BUY,2047.76,2035.3,2068.942,2121.62,2.0,0.47,be,2047.76,2023-11-30 04:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1419,2023-11-30 04:00:00,2023-11
XAU/USD,BUY,2045.85,2035.3,2060.74506,2121.62,2.0,0.56,be,2045.85,2023-11-30 08:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1420,2023-11-30 08:00:00,2023-11
XAU/USD,BUY,2038.39,2011.62,2054.03564,2121.62,2.0,0.22,be,2038.39,2023-11-30 12:00:00,0.0,106080.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1421,2023-11-30 12:00:00,2023-11
XAU/USD,BUY,2025.95,2005.69,2060.392,2121.62,2.0,0.29,win,2060.392,2023-12-01 16:00:00,3606.75,109687.51,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,1428,2023-12-01 16:00:00,2023-12
XAU/USD,BUY,2036.51,2011.62,2053.50097,2121.62,2.0,0.24,win,2053.50097,2023-12-01 16:00:00,1448.31,111135.82,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1428,2023-12-01 16:00:00,2023-12
XAU/USD,BUY,2076.45,2035.3,2112.66904,2222.72,2.0,0.15,be,2076.45,2023-12-04 08:00:00,0.0,111135.82,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1432,2023-12-04 08:00:00,2023-12
XAU/USD,BUY,2028.93,2011.62,2068.7776,2222.72,2.0,0.36,loss,2011.62,2023-12-05 16:00:00,-2222.72,108913.1,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1440,2023-12-05 16:00:00,2023-12
XAU/USD,BUY,2026.29,2011.62,2052.22236,2178.26,2.0,0.41,be,2026.29,2023-12-06 16:00:00,0.0,108913.1,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1446,2023-12-06 16:00:00,2023-12
XAU/USD,BUY,2029.66,2020.09,2049.87978,2178.26,2.0,0.63,be,2029.66,2023-12-07 20:00:00,0.0,108913.1,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1453,2023-12-07 20:00:00,2023-12
XAU/USD,BUY,2029.76,2020.16,2046.26021,2178.26,2.0,0.63,be,2029.76,2023-12-08 12:00:00,0.0,108913.1,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1457,2023-12-08 12:00:00,2023-12
XAU/USD,BUY,2064.22,2058.19,2079.92555,2178.26,2.0,1.01,loss,2058.19,2024-01-03 08:00:00,-2178.26,106734.84,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,1552,2024-01-03 08:00:00,2024-01
XAU/USD,BUY,2177.44,2153.99,2202.8043,2134.7,2.0,0.25,be,2177.44,2024-03-11 04:00:00,0.0,106734.84,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1840,2024-03-11 04:00:00,2024-03
XAU/USD,BUY,2180.85,2153.99,2202.07692,2134.7,2.0,0.22,be,2180.85,2024-03-12 00:00:00,0.0,106734.84,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1845,2024-03-12 00:00:00,2024-03
XAU/USD,BUY,2162.04,2147.92,2183.99812,2134.7,2.0,0.42,be,2162.04,2024-03-12 20:00:00,0.0,106734.84,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1850,2024-03-12 20:00:00,2024-03
XAU/USD,BUY,2172.75,2153.99,2189.25955,2134.7,2.0,0.32,be,2172.75,2024-03-14 04:00:00,0.0,106734.84,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1858,2024-03-14 04:00:00,2024-03
XAU/USD,BUY,2168.74,2153.99,2184.82483,2134.7,2.0,0.4,be,2168.74,2024-03-14 08:00:00,0.0,106734.84,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1859,2024-03-14 08:00:00,2024-03
XAU/USD,BUY,2163.37,2153.99,2181.81888,2134.7,2.0,0.63,be,2163.37,2024-03-14 12:00:00,0.0,106734.84,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1860,2024-03-14 12:00:00,2024-03
XAU/USD,BUY,2170.59,2153.99,2185.74926,2134.7,2.0,0.36,loss,2153.99,2024-03-14 16:00:00,-2134.7,104600.14,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1861,2024-03-14 16:00:00,2024-03
XAU/USD,BUY,2168.89,2153.99,2184.47854,2092.0,2.0,0.39,be,2168.89,2024-03-15 16:00:00,0.0,104600.14,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1867,2024-03-15 16:00:00,2024-03
XAU/USD,BUY,2147.92,2136.31329,2163.39561,2092.0,2.0,0.5,win,2163.39561,2024-03-18 12:00:00,2789.33,107389.47,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1873,2024-03-18 12:00:00,2024-03
XAU/USD,BUY,2160.82,2153.99,2174.08612,2147.79,2.0,0.88,be,2160.82,2024-03-19 04:00:00,0.0,107389.47,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1877,2024-03-19 04:00:00,2024-03
XAU/USD,BUY,2156.77,2150.56,2171.9778,2147.79,2.0,0.96,loss,2150.56,2024-03-20 12:00:00,-2147.79,105241.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1885,2024-03-20 12:00:00,2024-03
XAU/USD,BUY,2203.44,2174.81,2234.7661,2104.83,2.0,0.2,be,2203.44,2024-03-21 04:00:00,0.0,105241.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1889,2024-03-21 04:00:00,2024-03
XAU/USD,BUY,2182.87,2152.75,2217.24381,2104.83,2.0,0.19,be,2182.87,2024-03-22 08:00:00,0.0,105241.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1896,2024-03-22 08:00:00,2024-03
XAU/USD,BUY,2164.97,2152.75,2190.4636,2104.83,2.0,0.48,be,2164.97,2024-03-25 00:00:00,0.0,105241.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1901,2024-03-25 00:00:00,2024-03
XAU/USD,BUY,2177.71,2166.4,2200.59139,2104.83,2.0,0.52,be,2177.71,2024-03-25 16:00:00,0.0,105241.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1905,2024-03-25 16:00:00,2024-03
XAU/USD,BUY,2171.41,2163.55,2188.51965,2104.83,2.0,0.75,win,2188.51965,2024-03-26 08:00:00,4581.79,109823.47,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1909,2024-03-26 08:00:00,2024-03
XAU/USD,BUY,2178.34,2167.53,2201.0195,2196.47,2.0,0.57,be,2178.34,2024-03-27 00:00:00,0.0,109823.47,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1913,2024-03-27 00:00:00,2024-03
XAU/USD,BUY,2326.14,2267.68,2363.59986,2196.47,2.0,0.1,be,2326.14,2024-04-08 00:00:00,0.0,109823.47,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,1955,2024-04-08 00:00:00,2024-04
XAU/USD,BUY,2327.42,2267.68,2365.56476,2196.47,2.0,0.1,be,2327.42,2024-04-08 16:00:00,0.0,109823.47,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,1959,2024-04-08 16:00:00,2024-04
XAU/USD,BUY,2345.06,2318.66,2376.26377,2196.47,2.0,0.23,be,2345.06,2024-04-09 16:00:00,0.0,109823.47,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,1965,2024-04-09 16:00:00,2024-04
XAU/USD,BUY,2357.44,2338.24,2388.1947,2196.47,2.0,0.32,be,2357.44,2024-04-10 12:00:00,0.0,109823.47,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1970,2024-04-10 12:00:00,2024-04
XAU/USD,BUY,2340.67,2319.3,2374.52105,2196.47,2.0,0.29,win,2374.52105,2024-04-11 20:00:00,3479.31,113302.78,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1978,2024-04-11 20:00:00,2024-04
XAU/USD,BUY,2398.14,2338.24,2432.38717,2266.06,2.0,0.11,loss,2338.24,2024-04-12 20:00:00,-2266.06,111036.72,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1984,2024-04-12 20:00:00,2024-04
XAU/USD,BUY,2349.61,2325.65,2396.21066,2220.73,2.0,0.26,loss,2325.65,2024-04-15 16:00:00,-2220.73,108815.99,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,1989,2024-04-15 16:00:00,2024-04
XAU/USD,BUY,2386.34,2338.24,2430.31361,2176.32,2.0,0.13,be,2386.34,2024-04-16 08:00:00,0.0,108815.99,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1993,2024-04-16 08:00:00,2024-04
XAU/USD,BUY,2382.52,2362.96,2427.38224,2176.32,2.0,0.31,be,2382.52,2024-04-17 00:00:00,0.0,108815.99,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,1997,2024-04-17 00:00:00,2024-04
XAU/USD,BUY,2393.27,2362.96,2431.55611,2176.32,2.0,0.2,loss,2362.96,2024-04-17 16:00:00,-2176.32,106639.67,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2001,2024-04-17 16:00:00,2024-04
XAU/USD,BUY,2376.77,2354.37,2414.65269,2132.79,2.0,0.27,be,2376.77,2024-04-18 08:00:00,0.0,106639.67,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2005,2024-04-18 08:00:00,2024-04
XAU/USD,BUY,2378.81,2362.96,2411.46779,2132.79,2.0,0.37,be,2378.81,2024-04-19 00:00:00,0.0,106639.67,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2009,2024-04-19 00:00:00,2024-04
XAU/USD,BUY,2378.56,2362.96,2419.15534,2132.79,2.0,0.38,be,2378.56,2024-04-19 16:00:00,0.0,106639.67,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2013,2024-04-19 16:00:00,2024-04
XAU/USD,BUY,2365.49,2333.77,2402.23275,2132.79,2.0,0.19,be,2365.49,2024-04-22 08:00:00,0.0,106639.67,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2017,2024-04-22 08:00:00,2024-04
XAU/USD,BUY,2327.09,2324.14,2361.84832,2132.79,2.0,2.01,loss,2324.14,2024-04-23 00:00:00,-2132.79,104506.88,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2021,2024-04-23 00:00:00,2024-04
XAU/USD,BUY,2329.48,2324.14,2373.11854,2090.14,2.0,1.09,loss,2324.14,2024-04-23 16:00:00,-2090.14,102416.74,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2025,2024-04-23 16:00:00,2024-04
