time,pair,direction,entry,sl,tp,risk_pct,volume,risk_amt,result,exit_price,exit_time,bars_held,pnl,balance,reason,score,_bar_idx
2025-09-10 20:00:00,XAU/USD,BUY,3651.32,3628.48,3691.229435,2.0,0.03,213.65,be,3651.32,2025-09-10 20:00:00,2,0.0,10682.54,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1075
2025-09-12 00:00:00,XAU/USD,BUY,3634.06,3613.71,3670.238024,1.0,0.01,106.83,be,3634.06,2025-09-12 00:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1082
2025-09-12 12:00:00,XAU/USD,BUY,3646.52,3628.48,3682.425428,1.0,0.02,106.83,be,3646.52,2025-09-12 12:00:00,3,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1085
2025-09-12 16:00:00,XAU/USD,BUY,3650.8,3628.48,3684.164755,1.0,0.01,106.83,be,3650.8,2025-09-12 16:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1086
2025-09-12 20:00:00,XAU/USD,BUY,3648.91,3628.48,3681.179464,1.0,0.01,106.83,be,3648.91,2025-09-12 20:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1087
2025-09-15 00:00:00,XAU/USD,BUY,3644.08,3628.48,3673.685359,1.0,0.02,106.83,be,3644.08,2025-09-15 00:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1088
2025-09-15 04:00:00,XAU/USD,BUY,3634.46,3620.89,3665.202173,1.0,0.02,106.83,be,3634.46,2025-09-15 04:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1089
2025-09-15 08:00:00,XAU/USD,BUY,3643.67,3628.48,3673.682166,1.0,0.02,106.83,be,3643.67,2025-09-15 08:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1090
2025-09-15 12:00:00,XAU/USD,BUY,3622.01,3579.66,3659.721522,1.0,0.01,106.83,win,3659.721522,2025-09-15 12:00:00,13,95.13,10777.67,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1091
2025-09-15 16:00:00,XAU/USD,BUY,3641.26,3628.48,3670.546034,1.0,0.02,106.83,win,3670.546034,2025-09-15 16:00:00,2,244.81,11022.48,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1092
2025-09-17 00:00:00,XAU/USD,BUY,3682.77,3628.48,3713.915368,2.0,0.01,220.45,be,3682.77,2025-09-17 00:00:00,5,0.0,11022.48,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1100
2025-09-18 04:00:00,XAU/USD,BUY,3678.91,3628.48,3712.114721,2.0,0.01,220.45,be,3678.91,2025-09-18 04:00:00,4,0.0,11022.48,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1107
2025-09-18 20:00:00,XAU/USD,BUY,3643.59,3620.89,3692.450478,1.0,0.01,110.22,be,3643.59,2025-09-18 20:00:00,1,0.0,11022.48,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1111
2025-09-22 08:00:00,XAU/USD,BUY,3658.71,3632.4,3700.471464,1.0,0.01,110.22,win,3700.471464,2025-09-22 08:00:00,6,174.95,11197.43,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1120
2025-09-23 08:00:00,XAU/USD,BUY,3746.87,3674.81,3784.496449,1.0,0.01,111.97,win,3784.496449,2025-09-23 08:00:00,3,58.47,11255.89,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1126
2025-09-24 00:00:00,XAU/USD,BUY,3764.26,3736.95,3809.065479,1.0,0.01,112.56,be,3764.26,2025-09-24 00:00:00,1,0.0,11255.89,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1130
2025-09-24 16:00:00,XAU/USD,BUY,3761.57,3736.95,3802.356406,1.0,0.01,112.56,be,3761.57,2025-09-24 16:00:00,1,0.0,11255.89,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1134
2025-09-25 16:00:00,XAU/USD,BUY,3738.64,3717.59,3779.069498,1.0,0.01,112.56,be,3738.64,2025-09-25 16:00:00,3,0.0,11255.89,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1140
2025-09-26 16:00:00,XAU/USD,BUY,3741.98,3722.26,3783.541326,1.0,0.02,112.56,win,3783.541326,2025-09-26 16:00:00,3,237.23,11493.12,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1146
2025-09-30 04:00:00,XAU/USD,BUY,3813.64,3750.85,3859.996541,1.0,0.01,114.93,win,3859.996541,2025-09-30 04:00:00,6,84.85,11577.97,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1155
2025-09-30 20:00:00,XAU/USD,BUY,3844.17,3793.24,3904.853962,2.0,0.01,231.56,be,3844.17,2025-09-30 20:00:00,1,0.0,11577.97,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1159
2025-10-01 16:00:00,XAU/USD,BUY,3888.94,3793.24,3945.4167,2.0,0.01,231.56,be,3888.94,2025-10-01 16:00:00,2,0.0,11577.97,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1164
2025-10-02 20:00:00,XAU/USD,BUY,3868.04,3793.24,3912.51087,2.0,0.01,231.56,be,3868.04,2025-10-02 20:00:00,4,0.0,11577.97,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,1171
2025-10-06 00:00:00,XAU/USD,BUY,3864.39,3819.43,3909.215963,1.0,0.01,115.78,win,3909.215963,2025-10-06 00:00:00,4,115.43,11693.41,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,1178
2025-10-07 08:00:00,XAU/USD,BUY,3944.71,3853.42,3993.541175,2.0,0.01,233.87,be,3944.71,2025-10-07 08:00:00,5,0.0,11693.41,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1186
2025-10-08 04:00:00,XAU/USD,BUY,3984.53,3941.06,4030.527168,2.0,0.02,233.87,win,4030.527168,2025-10-08 04:00:00,2,247.47,11940.87,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,1191
2025-10-09 00:00:00,XAU/USD,BUY,4051.28,3941.06,4100.749296,2.0,0.01,238.82,be,4051.28,2025-10-09 00:00:00,2,0.0,11940.87,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1196
2025-10-09 20:00:00,XAU/USD,BUY,4017.59,3941.06,4075.677143,2.0,0.01,238.82,be,4017.59,2025-10-09 20:00:00,2,0.0,11940.87,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1201
2025-10-13 04:00:00,XAU/USD,BUY,3995.85,3944.66,4073.310725,2.0,0.01,238.82,win,4073.310725,2025-10-13 04:00:00,5,361.38,12302.26,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1209
2025-10-14 04:00:00,XAU/USD,BUY,4103.7,4001.39,4172.314147,2.0,0.01,246.05,win,4172.314147,2025-10-14 04:00:00,3,165.01,12467.27,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1215
2025-10-14 20:00:00,XAU/USD,BUY,4148.14,4090.35,4229.343143,2.0,0.01,249.35,be,4148.14,2025-10-14 20:00:00,1,0.0,12467.27,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,1219
2025-10-15 16:00:00,XAU/USD,BUY,4192.57,4090.35,4271.195793,2.0,0.01,249.35,be,4192.57,2025-10-15 16:00:00,2,0.0,12467.27,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,1224
